875	enjoy/VBP/9	1	1	joy	indian communist	a lot
37085	predict/VBP/2	6	11	anticipation	opinion poll	the Congress will lose the ballot
37865	prepare/VBP/1 for/IN/2	2	2	anticipation	official	the gargantuan task
38299	fear/VBP/2	6	18	fear	many woman	complication
38733	anticipate/VBP/10	2	2	anticipation	we	a inflation rate
38742	predict/VBP/13 that/IN/14	7	12	anticipation	the most reliable survey	Museveni will win the election
38769	expect/VBP/19	16	19	anticipation	tournament official	to be ready
38770	expect/VBP/2	17	20	anticipation	we	to make it up this spring
40619	be/VBP/24 glad/JJ/25	2	2	joy	we	to do it
40968	expect/VBP/9	18	21	anticipation	tournament official	to be ready
43106	rely/VBP/22 on/IN/23	1	1	trust	the Chechens	they network
43191	expect/VBP/18 that/IN/19	19	22	anticipation	people	its member will play a real role
43263	forecast/VBP/14	2	7	anticipation	a exit poll	a hung parliament
43354	await/VBP/1	2	2	anticipation	we	further news
43552	expect/VBP/5	20	23	anticipation	they	the event to finish its debate Friday
44551	fear/VBP/2	11	13	fear	he family	the 24-year-old Muhindi might have been kidnap or murder
45252	expect/VBP/18 that/IN/19	21	24	anticipation	people	its member will play a real role
45351	enjoy/VBP/19	7	8	joy	movie theater	record attendance
45388	expect/VBP/3	22	25	anticipation	administration official	Congress to raise strenuous objection
45611	fear/VBP/2 that/IN/3	12	14	fear	MPLA follower	UNITA may go back
45641	expect/VBP/21	23	26	anticipation	we	to be able to enhance it and strengthen it
46232	expect/VBP/3	24	27	anticipation	administration official	Congress to raise strenuous objection
46685	expect/VBP/21	25	28	anticipation	we	to be able to enhance it and strengthen it
50972	expect/VBP/2 that/IN/3	26	29	anticipation	we	more south korean investor will come here
51427	be/VBP/6 content/JJ/7	2	2	joy	most singaporean	to stay
51514	expect/VBP/2	27	30	anticipation	we	a few dissident but Rao will be re-elected
52219	expect/VBP/2	28	31	anticipation	we	it to bring 300 new job
53921	fear/VBP/2	13	16	fear	conservative deputy	small shopkeeper ' business will be harm
54052	fear/VBP/2	7	23	fear	I	I
54166	anticipate/VBP/35	3	4	anticipation	we	a very favorable outcome
54298	anticipate/VBP/35	4	5	anticipation	we	a very favorable outcome
54542	dislike/VBP/25	1	1	disgust	we	another boxer
54978	expect/VBP/3	29	32	anticipation	both side	this technical meeting will result this year
55058	expect/VBP/3	30	33	anticipation	both side	this technical meeting will result this year
55195	expect/VBP/3	31	34	anticipation	both side	this technical meeting will result this year
56183	be/VBP/2 very/RB/3 glad/JJ/4 that/IN/5	3	3	joy	we	they be free and safe
56390	forecast/VBP/4 that/IN/5	3	10	anticipation	the bank	, East Asia 's urban population would stand -- more --
56402	expect/VBP/22	32	35	anticipation	many	the Bank to come in to stem the dollar 's fall
57147	expect/VBP/2	33	36	anticipation	we	the president to invite we
57170	expect/VBP/9	34	37	anticipation	they	to claw back the 80-km -lrb- 50-mile -rrb- - radius zone slap on
57343	fear/VBP/24	8	24	fear	official	a resurgence
58099	fear/VBP/24	9	25	fear	official	a resurgence
58610	forecast/VBP/4 that/IN/5	4	11	anticipation	the bank	, East Asia 's urban population would stand -- more --
58743	expect/VBP/2	35	38	anticipation	we	the president to invite we -lrb- to form a government -rrb-
59078	fear/VBP/20	14	17	fear	its neighbouring country	it will spill over
59506	expect/VBP/8	36	39	anticipation	we	to extend we congratulation and reaffirm the importance
61354	expect/VBP/18	37	40	anticipation	we	this agreement to be carry out
61674	expect/VBP/18	38	41	anticipation	we	this agreement to be carry out
62211	expect/VBP/18	39	42	anticipation	we	this agreement to be carry out
62834	depend/VBP/11 on/IN/12	4	5	trust	we	the efficiency , especially telecommunications ,
63082	depend/VBP/11 on/IN/12	5	6	trust	we	the efficiency , especially telecommunications ,
63097	depend/VBP/32 on/IN/33	6	7	trust	bank , foreign exchange dealer and commodity trader operate	high - quality and low-cost telecommunications
63154	foresee/VBP/7	2	2	anticipation	another english-language daily , the Nation ,	a weak government and instability
63204	expect/VBP/2	40	43	anticipation	many analyst	perhaps limit
63333	foresee/VBP/7	3	3	anticipation	another english-language daily , the Nation ,	a weak government and instability
65601	fear/VBP/11	10	27	fear	aid official	aid official
66394	fear/VBP/3	11	28	fear	we	the worst
66621	fear/VBP/11	12	29	fear	aid official	aid official
66796	fear/VBP/25	13	30	fear	we	the worst
67051	fear/VBP/3	14	31	fear	we	the worst
67596	expect/VBP/29	41	44	anticipation	the mainstream party -- Tahoeraa Huiratira , lead , Te Aveia Mau and Aia Api --	to retain they majority
67641	trust/VBP/6	1	1	trust	japanese prefecture	the task
67957	expect/VBP/2	42	45	anticipation	we	the summit to come
68136	be/VBP/8 just/RB/9 happy/JJ/10	7	27	joy	I	to be here
68878	fear/VBP/3	15	32	fear	the MSF worker	a rush
69728	fear/VBP/11	16	33	fear	aid official	aid official
69730	fear/VBP/3	17	34	fear	the MSF worker	a rush
71103	be/VBP/2 glad/JJ/3	4	4	joy	I	to put this record up there
71904	be/VBP/2 glad/JJ/3	5	5	joy	I	to put this record up there
72044	await/VBP/23	3	3	anticipation	the Sonics , ,	the winner
72075	await/VBP/23	4	4	anticipation	the Sonics , ,	the winner
72294	await/VBP/9	5	5	anticipation	the Sonics	the winner
72528	expect/VBP/2	43	46	anticipation	I	the growth will slow down
73355	forecast/VBP/2	5	12	anticipation	japanese company	real growth -lrb- GDP -rrb- would be a modest 1.7 percent
73651	fear/VBP/35	18	35	fear	diplomat	diplomat
74074	predict/VBP/1	6	7	anticipation	surgeon	no lasting sign
74134	expect/VBP/15	4	4	anticipation	we	a decision
75315	expect/VBP/14	44	48	anticipation	we	it to be ratify
76097	fear/VBP/2 that/IN/3	15	18	fear	they	a right-wing government will be worse
77490	dislike/VBP/3	2	2	disgust	I	playing
77661	fear/VBP/15	19	38	fear	India and Pakistan	a outright arm race
77666	fear/VBP/11	16	20	fear	US official	Pakistan might respond
78875	be/VBP/1 happy/JJ/2	8	33	joy	I	to have the opportunity to be here
79043	expect/VBP/10	45	49	anticipation	analyst	the government to go late this year or early next year
79752	expect/VBP/2	46	50	anticipation	I	we will lose at least one percent
80003	anticipate/VBP/2	5	6	anticipation	we	the continued slowdown
80117	expect/VBP/2	47	51	anticipation	I	we will lose at least one percent
80133	expect/VBP/2	48	52	anticipation	I	the job to be make official
80140	expect/VBP/2	49	53	anticipation	I	the job to be make official
80246	expect/VBP/2	50	54	anticipation	Burundians	you to provide they
80323	expect/VBP/1	51	55	anticipation	expert	the LNG sale to sharply boost its revenue
80550	expect/VBP/24	5	5	anticipation	some	at least a modest recovery
82194	expect/VBP/10	52	57	anticipation	we	to continue
82681	predict/VBP/3	7	8	anticipation	forecaster	a record world harvest this year
82708	fear/VBP/6	20	40	fear	trader	trader
82981	fear/VBP/3	17	21	fear	that	when I first read the book
83000	expect/VBP/25	53	58	anticipation	we	to be withdraw
83435	expect/VBP/2	6	6	anticipation	you	a nice round
83922	expect/VBP/2	7	7	anticipation	you	a nice round
84472	expect/VBP/17	8	8	anticipation	analyst	a technical correction
84528	be/VBP/2 very/RB/3 sadden/VBN/4 by/IN/5	1	1	sadness	I	Scott 's death
84759	fear/VBP/16	21	42	fear	local resident	a resumption
84854	expect/VBP/2	9	9	anticipation	Caribbean country	international support
84986	be/VBP/2 very/RB/3 sadden/VBN/4 by/IN/5	2	2	sadness	I	Scott 's death
85539	expect/VBP/14	54	63	anticipation	they	another army offensive
85956	rejoice/VBP/4	1	1	joy	Zionists	because Palestinians be capable
87311	fear/VBP/13	22	43	fear	we	more death
87774	be/VBP/1 just/RB/2 glad/JJ/3	6	6	joy	I	I be able to get
90054	fear/VBP/9	23	44	fear	the refugee	attack
90313	hate/VBP/10	1	1	disgust	I	politics
90418	fear/VBP/4 that/IN/5	18	22	fear	Israeli and palestinian leader	further militant attack will be stage to disrupt israeli general election
90538	be/VBP/30 afraid/JJ/31	3	5	fear	we	are direct
90667	fear/VBP/4	19	23	fear	Israeli and palestinian leader	further militant attack will be stage to disrupt israeli general election
90757	fear/VBP/9	24	47	fear	the refugee	attack
91521	attract/VBP/4	1	1	joy	many people	superstition and magic
91618	predict/VBP/6	8	16	anticipation	they	Yeltsin will not be able to score higher
91621	expect/VBP/6	10	10	anticipation	they	a yeltsin victory
92659	expect/VBP/1	55	65	anticipation	they	while Japan , gradually recover , will no longer be the laggard
92670	fear/VBP/5	20	24	fear	the United States and Japan	this would make it impossible to achieve the desire `` very high standard ''
92787	attract/VBP/4	2	2	joy	many people	superstition and magic
92975	expect/VBP/4	56	66	anticipation	the american people	the president to be a person
92998	attract/VBP/4	3	3	joy	many people	superstition and magic
93309	attract/VBP/4	4	4	joy	many people	superstition and magic
93660	fear/VBP/1 that/IN/2	21	25	fear	they	Serb refugee flood will make any decision a foregone conclusion
93874	fear/VBP/5	25	50	fear	union	John Evans , Secretary General -lrb- TUAC -rrb-
95398	be/VBP/2 happy/JJ/3	9	36	joy	I	to be back here
96076	await/VBP/15	6	6	anticipation	we	he decision to see
96097	expect/VBP/1	57	67	anticipation	analyst	the Hang Seng index may meet more resistance
98002	expect/VBP/2	11	11	anticipation	I	a response
99000	expect/VBP/6	12	12	anticipation	they	a poor 1.6 percent this year but a recovery
99012	foresee/VBP/30	4	4	anticipation	the OECD	a further marginal rise
99343	expect/VBP/6	58	70	anticipation	I	to go through
100548	expect/VBP/18	59	71	anticipation	the three company	to be sell 300,000 vehicle a year
102031	trust/VBP/2	2	2	trust	I	I
102242	loathe/VBP/38	1	1	disgust	we	tyranny
102305	forecast/VBP/1	3	8	anticipation	he	a period
102459	expect/VBP/9	60	72	anticipation	we	this strong growth to continue
102769	be/VBP/2 happy/JJ/3	10	37	joy	I	to be go to train Barcelona
103332	expect/VBP/20	61	73	anticipation	they	to see at least partially reverse
103335	expect/VBP/3	62	74	anticipation	they	the company to improve they performance
104180	be/VBP/8 satisfy/VBN/9 that/IN/10	2	2	joy	the people	the government had do everything
105872	expect/VBP/2	63	76	anticipation	we	the recession to continue this year and no doubt later
106177	fear/VBP/2	26	52	fear	rescue worker	Radio Tanzania
106517	expect/VBP/14	64	78	anticipation	they	another army offensive
108148	expect/VBP/10	65	79	anticipation	I	Likud to be even more extreme
108988	expect/VBP/14	66	80	anticipation	we	the number to go higher
108990	expect/VBP/26	67	81	anticipation	we	the number to go higher
109263	be/VBP/1 happy/JJ/2	11	40	joy	we	just to be here
109265	be/VBP/2 happy/JJ/3	12	41	joy	I	we avoid the indonesian ,
109496	be/VBP/2 happy/JJ/3	13	42	joy	I	we avoid the indonesian
109499	expect/VBP/20	68	82	anticipation	they	to go no further
109511	be/VBP/1 happy/JJ/2	14	43	joy	we	just to be here
110288	dislike/VBP/7	3	3	disgust	they -lrb- military ruler -rrb-	it
112131	expect/VBP/15	13	15	anticipation	they	too much improvement
112255	depend/VBP/22 on/IN/23	7	9	trust	any drastic reform and a widening	solution
113382	expect/VBP/2	69	84	anticipation	we	they not to be , to disappear , to have no influence
113530	fear/VBP/3	22	27	fear	union	30,000 job will be lose and are demand cut to save job
113575	expect/VBP/2	70	85	anticipation	we	they not to be , to disappear , to have no influence
113796	expect/VBP/2	71	86	anticipation	we	they not to be , to disappear , to have no influence
114301	fear/VBP/3	23	28	fear	police	a gang blackmail a supermarket chain may have strike again Wednesday
115140	enjoy/VBP/13	8	15	joy	spectator and player	the best possible facility
115154	be/VBP/3 happy/JJ/4	15	45	joy	they	to boast
115507	expect/VBP/2	72	87	anticipation	we	they not to be , to disappear , to have no influence
116185	expect/VBP/5	73	88	anticipation	they	the number to continue to rise
116559	expect/VBP/18	74	89	anticipation	they	the firm downside support will start push the dollar up
117160	expect/VBP/5	75	90	anticipation	they	the number to continue to rise
117306	trust/VBP/18	3	3	trust	I	the israeli army
117407	worry/VBP/9	3	7	fear	there	there
118644	depend/VBP/8 on/IN/9	8	10	trust	final arrangement	the outcome
122895	fear/VBP/20	27	55	fear	Elon Moreh 's inhabitant	Elon Moreh 's inhabitant
123076	predict/VBP/15	8	11	anticipation	expert	more
124647	expect/VBP/2	76	91	anticipation	we	the semiconductor market will continue to remain ,
126229	expect/VBP/2	77	92	anticipation	I	the matter to be take
126340	fear/VBP/12	24	29	fear	analyst	could be a potential flashpoint
127027	expect/VBP/2	78	93	anticipation	we	they to receive government approval
127293	foresee/VBP/1	5	5	anticipation	analyst	gain
128148	be/VBP/2 afraid/JJ/3 that/IN/4	4	9	fear	we	we fellow brother are kill brother
130246	worry/VBP/2	4	9	fear	I	I
130381	predict/VBP/17	9	20	anticipation	few analyst	the index will close
130654	expect/VBP/9	14	16	anticipation	most people	a hung parliament
130666	fear/VBP/1 that/IN/2	25	30	fear	many	neither be prepared to accept defeat
130827	expect/VBP/3	15	17	anticipation	we	a upturn
131326	expect/VBP/2	79	96	anticipation	we	to achieve success ''
131562	prepare/VBP/5 for/IN/6	3	3	anticipation	she National League	a
131838	please/VBP/11	1	2	joy	we featured speaker -lrb- drum roll	we featured speaker -lrb- drum roll
132198	enjoy/VBP/14	4	19	joy	I	play
132205	expect/VBP/2	80	97	anticipation	I	Nick -lrb- Faldo -rrb- to have a commanding lead
132886	fear/VBP/30	28	58	fear	they	they
132979	expect/VBP/27	81	98	anticipation	fundamentalist	they to wear the black chador
133831	enjoy/VBP/14	5	20	joy	I	play
134602	be/VBP/1 happy/JJ/2	16	51	joy	I	to be
135593	fear/VBP/1	29	59	fear	I	the worst
135766	fear/VBP/1	30	60	fear	I	the worst
136234	await/VBP/13	7	7	anticipation	the United States and South Korea	North Korea 's response
136453	fear/VBP/1	31	61	fear	I	the worst
136932	await/VBP/4	8	8	anticipation	tough measure	those `` take advantage to get better housing
137215	forecast/VBP/8	6	15	anticipation	the Democratic Party lead	it would win almost 60 percent
137926	forecast/VBP/8	7	16	anticipation	the Democratic Party lead	it would win almost 60 percent
138840	hate/VBP/9	1	2	disgust	we	to lose
138889	expect/VBP/10	82	99	anticipation	I	to do well
139486	fear/VBP/10	26	31	fear	many traditionalist	he may be too willing to sacrifice nationalist ideal
140463	expect/VBP/2	83	100	anticipation	we	we will be able to go
140744	expect/VBP/2	84	101	anticipation	we	we will be able to go
140810	fear/VBP/17 that/IN/18	27	32	fear	both the IFP and its main political rival , President Nelson Mandela 's African National Congress ,	violence will escalate ahead
140996	be/VBP/12 afraid/JJ/13	5	13	fear	ordinary people	to do so
141200	be/VBP/1 just/RB/2 glad/JJ/3	7	7	joy	I	to be back here play
141218	be/VBP/1 just/RB/2 glad/JJ/3	8	8	joy	I	to be back here play
141240	be/VBP/1 just/RB/2 glad/JJ/3	9	9	joy	I	to be back here play
141304	enjoy/VBP/3	9	16	joy	private firm	the privilege
141501	expect/VBP/1	85	102	anticipation	we	to achieve annual sale
141560	enjoy/VBP/3	10	17	joy	private firm	the privilege
142201	expect/VBP/2	16	18	anticipation	we	we
142202	expect/VBP/4	86	104	anticipation	a lot	we to get beat quite easily
142203	expect/VBP/8	87	105	anticipation	we	to win
142558	fear/VBP/10	32	64	fear	most Hong Kong businessman	balloon bureaucracy , heighten corruption , and a weaken police force ,
142795	expect/VBP/3	88	106	anticipation	they	the Bharatiya Janata Party -lrb- BJP , Indian People 's Party -rrb- to lose the confidence vote and be replace
142989	enjoy/VBP/31	11	18	joy	true path and the islamic party	a absolute majority
143022	fear/VBP/20	33	65	fear	other	other
143101	fear/VBP/20	34	66	fear	other	other
144388	be/VBP/1 glad/JJ/2	10	10	joy	they	to see I back here
144397	be/VBP/2 just/RB/3 happy/JJ/4	17	56	joy	I	to be play here
144584	fear/VBP/2 that/IN/3	28	33	fear	presidential aide	the outcome could have a impact
145585	await/VBP/2	9	9	anticipation	the Bulls	the winner
146068	assume/VBP/26	1	2	anticipation	the Angels	the balance
146103	expect/VBP/2	89	107	anticipation	Caricom official	the ACCP , dismiss , to evolve
146499	enjoy/VBP/6	12	19	joy	US carrier	more than 100 a week
147332	expect/VBP/4	90	108	anticipation	we	non-consolidated operating income to grow owe
148038	forecast/VBP/2	8	17	anticipation	Toshiba	group pre-tax profit would rise only seven percent ,
148059	prepare/VBP/16 for/IN/17	4	4	anticipation	both team	important match
148824	be/VBP/2 happy/JJ/3	18	57	joy	I	I have regain my freedom
149107	fear/VBP/17 that/IN/18	29	35	fear	the Palestinians	Likud will stall the peace process
149428	expect/VBP/35	91	109	anticipation	both side	the talk to lead this year
149517	be/VBP/2 happy/JJ/3	19	58	joy	I	I have regain my freedom
149852	expect/VBP/2	92	110	anticipation	the economist	second quarter gross domestic product -lrb- GDP -rrb- to grow
151072	foresee/VBP/2	6	6	anticipation	the report	a continue decline ,
151968	be/VBP/8 happy/JJ/9	20	59	joy	we	to read
152022	worry/VBP/20	5	10	fear	US analyst	US analyst
152331	enjoy/VBP/1	13	21	joy	India	easy day
152746	be/VBP/2 glad/JJ/3	11	11	joy	I	to be alive
153156	expect/VBP/17	17	19	anticipation	the participant	a tough race
153850	expect/VBP/1	93	112	anticipation	official	at least 10,000 deserter to re-join
155057	fear/VBP/3	35	70	fear	indian business	a potential slowdown
155112	be/VBP/8 happy/JJ/9	21	60	joy	we	to read
155119	assume/VBP/3 that/IN/4	1	3	anticipation	we	the suspect be guilty and be forced -lrb- -rrb- to pay compensation
155633	expect/VBP/21	18	20	anticipation	some	2.35 mark -
155635	expect/VBP/12	94	114	anticipation	many analyst	the german central bank to keep key interest rate steady ,
156557	expect/VBP/7	95	115	anticipation	mp	the cabinet to send the bill back
157485	prepare/VBP/19 for/IN/20	5	5	anticipation	they	this weekend 's Spanish Grand Prix
157724	worry/VBP/2	6	11	fear	they	they
157897	be/VBP/2 happy/JJ/3	22	61	joy	I	to support Korea 's World Cup bid
159413	expect/VBP/2	96	116	anticipation	we	China to take action , intensify effort to stamp out the rampant piracy , improve enforcement , and open its market
159452	await/VBP/11	10	11	anticipation	we	the announcement
159512	expect/VBP/2	97	117	anticipation	we	China to take action , intensify effort to stamp out the rampant piracy , improve enforcement , and open its market
159631	await/VBP/11	11	12	anticipation	we	the announcement
159703	be/VBP/12 satisfy/VBN/13 that/IN/14	3	5	joy	Book expert	the single piece was handwritten and contain the most important section
160065	expect/VBP/2	98	118	anticipation	we	China to take action , intensify effort to stamp out the rampant piracy , improve enforcement , and open its market
160861	expect/VBP/2	99	119	anticipation	investor	the dollar to hold
160929	expect/VBP/9	100	120	anticipation	I	they will be hold these ridiculous staged rally
160938	rely/VBP/2 on/IN/3	2	3	trust	many burmese	foreign radio broadcast
161834	enjoy/VBP/10	6	27	joy	I	I just have my friend back home
162053	expect/VBP/2	101	121	anticipation	the liquidator	to make a first payment equivalent
162318	expect/VBP/15 that/IN/16	102	122	anticipation	many analyst	the next move will be to reduce this rate
162465	expect/VBP/10	103	123	anticipation	I	they will be hold these ridiculous staged rally
163706	rejoice/VBP/4	2	2	joy	we	even if we can only hope
163892	fear/VBP/4	30	37	fear	observer and political party	the violence will escalate
163932	forecast/VBP/3	4	10	anticipation	the draft figure	revenue and expenditure
164001	fear/VBP/9	31	38	fear	they	it will cause environmental damage and force the resettlement
164025	be/VBP/9 happy/JJ/10	23	62	joy	people	look
164215	fear/VBP/1 that/IN/2	32	39	fear	management	the protest might escalate
164426	hate/VBP/11	2	4	disgust	I	I
165134	expect/VBP/10	104	125	anticipation	I	they will be hold these ridiculous staged rally
166191	predict/VBP/3 that/IN/4	10	21	anticipation	some people	the yuan will devalue
166637	fear/VBP/7	33	40	fear	they	the project will cause environmental damage and force the resettlement
167241	expect/VBP/3	105	126	anticipation	I	she to be exonerate
167830	rely/VBP/1 on/IN/2	3	4	trust	Turkey	Hakan
168156	expect/VBP/25	106	128	anticipation	the two biggest french maker , Louis-Vuitton-Moet - Hennessy -lrb- LVMH -rrb- and Hermes ,	to repeat they good performance this year
168329	expect/VBP/2	107	129	anticipation	I	the two country will continue to discuss the issue , to make progress
169671	expect/VBP/13	108	130	anticipation	we	thing to continue to move forward
170719	expect/VBP/15	109	132	anticipation	they	the United Front to collapse soon , result
171167	be/VBP/20 afraid/JJ/21 that/IN/22	6	14	fear	they	peasant will not make they payment
171487	expect/VBP/16	110	133	anticipation	I	the number will go up
171733	expect/VBP/9	111	134	anticipation	we	to complete we investigation today
172632	expect/VBP/1	112	136	anticipation	we	the israeli government , , to deliver and to comply
173217	be/VBP/1 happy/JJ/2	24	68	joy	they	the winner will have been extend
173750	prepare/VBP/13 for/IN/14	6	6	anticipation	they	Sunday 's seventh and final game
174469	expect/VBP/1	19	25	anticipation	analyst	creation and a unchanged unemployment rate
175236	expect/VBP/15 that/IN/16	113	138	anticipation	we	the political force here go forward and are open to implement the Dayton agreement
175294	expect/VBP/1	114	139	anticipation	we	the israeli government , , to deliver and to comply
176046	be/VBP/2 glad/JJ/3	12	12	joy	I	I gain a few pound
176532	expect/VBP/6	115	140	anticipation	we	to steadily increase we exposure ,
176714	fear/VBP/15	34	42	fear	some analyst	the trip may yield limited success
177178	fear/VBP/24	35	43	fear	some analyst	the trip may yield limited success
177194	expect/VBP/49	20	26	anticipation	I	anything new
177225	expect/VBP/2	116	142	anticipation	we	the second half to be even better
177625	be/VBP/2 afraid/JJ/3	7	15	fear	I	again I have not receive the justice
178562	fear/VBP/11	36	44	fear	many	could further escalate tension
178640	fear/VBP/15	37	45	fear	some analyst	the trip may yield limited success
179084	be/VBP/5 glad/JJ/6 that/IN/7	13	13	joy	a lot	the Russians have get the Basayev problem
179431	expect/VBP/27	117	143	anticipation	I	unemployment to fall further
180112	fear/VBP/20	38	46	fear	many	could further escalate tension
180303	expect/VBP/12	118	144	anticipation	they	the typhoon to focus
180395	expect/VBP/2	21	27	anticipation	we	a additional 78 billion peso
180877	expect/VBP/10	119	146	anticipation	I	they to do so
182011	fear/VBP/13	39	47	fear	many	could further escalate tension
182147	expect/VBP/2	120	147	anticipation	we	to get the license
182768	be/VBP/32 happy/JJ/33 that/IN/34	25	74	joy	we	we cast and crew be safe
183190	fear/VBP/21 that/IN/22	40	49	fear	I	the challenge will be a little stiffer
184179	aggravate/VBP/6	1	3	anger	the hostility	the ghetto
184828	foresee/VBP/9	7	7	anticipation	he	only a `` temporary disruption ''
185121	enjoy/VBP/3	14	23	joy	we	each other 's company
185131	enjoy/VBP/1	15	24	joy	I	this place
185182	be/VBP/13 glad/JJ/14	14	14	joy	I	I 've get insurance
186690	be/VBP/13 glad/JJ/14	15	15	joy	I	I 've get insurance
187598	expect/VBP/1	22	28	anticipation	I	broader participation
187755	expect/VBP/22	121	149	anticipation	I	they will
187810	expect/VBP/22	122	150	anticipation	I	they will
188076	expect/VBP/22	123	151	anticipation	I	they will
